<TIME>,USD/RUB,<LAST>
105704,USD/RUB,61.575200000
105704,USD/RUB,61.524800000
105704,USD/RUB,61.575000000
105705,USD/RUB,61.572300000
105705,USD/RUB,61.575000000
105706,USD/RUB,61.575500000
105706,USD/RUB,61.525200000
105706,USD/RUB,61.575500000
105707,USD/RUB,61.572300000
105708,USD/RUB,61.575500000
105709,USD/RUB,61.554300000
105709,USD/RUB,61.572200000
105709,USD/RUB,61.525200000
105709,USD/RUB,61.525200000
105710,USD/RUB,61.570800000
105710,USD/RUB,61.573300000
105711,USD/RUB,61.575500000
105712,USD/RUB,61.525100000
105713,USD/RUB,61.575300000
105713,USD/RUB,61.525100000
105713,USD/RUB,61.575300000
105714,USD/RUB,61.574900000
105714,USD/RUB,61.575900000
105714,USD/RUB,61.525700000
105714,USD/RUB,61.525700000
105716,USD/RUB,61.573800000
105716,USD/RUB,61.575900000
105718,USD/RUB,61.574100000
105718,USD/RUB,61.575900000
105720,USD/RUB,61.525700000
105720,USD/RUB,61.525700000
105721,USD/RUB,61.575900000
105723,USD/RUB,61.575900000
105724,USD/RUB,61.575900000
105724,USD/RUB,61.525700000
105724,USD/RUB,61.554700000
105724,USD/RUB,61.575900000
105725,USD/RUB,61.553900000
105725,USD/RUB,61.525300000
105725,USD/RUB,61.579900000
105725,USD/RUB,61.579300000
105726,USD/RUB,61.557600000
105726,USD/RUB,61.528000000
105726,USD/RUB,61.579400000
105726,USD/RUB,61.528000000
105726,USD/RUB,61.575000000
105726,USD/RUB,61.528600000
105727,USD/RUB,61.528600000
105727,USD/RUB,61.579200000
105727,USD/RUB,61.526800000
105727,USD/RUB,61.579100000
105728,USD/RUB,61.528900000
105728,USD/RUB,61.527900000
105728,USD/RUB,61.579300000
105728,USD/RUB,61.579300000
105728,USD/RUB,61.579800000
105728,USD/RUB,61.529600000
105728,USD/RUB,61.529600000
105729,USD/RUB,61.558100000
105729,USD/RUB,61.529200000
105729,USD/RUB,61.582400000
105729,USD/RUB,61.580600000
105730,USD/RUB,61.580200000
105730,USD/RUB,61.580900000
105730,USD/RUB,61.529200000
105730,USD/RUB,61.529200000
105730,USD/RUB,61.529600000
105730,USD/RUB,61.529600000
105731,USD/RUB,61.579300000
105731,USD/RUB,61.529100000
105731,USD/RUB,61.580600000
105731,USD/RUB,61.580600000
105732,USD/RUB,61.559500000
105732,USD/RUB,61.580200000
105732,USD/RUB,61.530000000
105732,USD/RUB,61.530000000
105733,USD/RUB,61.580700000
105733,USD/RUB,61.529900000
105733,USD/RUB,61.529900000
105734,USD/RUB,61.579700000
105734,USD/RUB,61.529500000
105734,USD/RUB,61.529500000
105736,USD/RUB,61.542300000
105736,USD/RUB,61.579700000
105737,USD/RUB,61.579600000
105737,USD/RUB,61.580100000
105737,USD/RUB,61.529000000
105737,USD/RUB,61.529700000
105738,USD/RUB,61.578600000
105738,USD/RUB,61.579500000
105738,USD/RUB,61.529300000
105738,USD/RUB,61.560000000
105739,USD/RUB,61.579500000
105739,USD/RUB,61.580800000
105739,USD/RUB,61.530600000
105739,USD/RUB,61.530600000
105740,USD/RUB,61.580800000
105741,USD/RUB,61.576600000
105741,USD/RUB,61.580800000
105741,USD/RUB,61.530600000
105741,USD/RUB,61.578100000
105742,USD/RUB,61.529200000
105742,USD/RUB,61.578700000
105742,USD/RUB,61.528700000
105742,USD/RUB,61.528700000
105743,USD/RUB,61.577500000
105743,USD/RUB,61.579500000
105743,USD/RUB,61.528800000
105743,USD/RUB,61.558200000
105744,USD/RUB,61.579200000
105744,USD/RUB,61.529000000
105744,USD/RUB,61.529000000
105746,USD/RUB,61.577600000
105746,USD/RUB,61.527800000
105746,USD/RUB,61.577600000
105748,USD/RUB,61.578400000
105748,USD/RUB,61.528100000
105748,USD/RUB,61.528100000
105749,USD/RUB,61.578400000
105749,USD/RUB,61.557500000
105751,USD/RUB,61.558100000
105751,USD/RUB,61.579000000
105751,USD/RUB,61.528700000
105751,USD/RUB,61.557100000
105752,USD/RUB,61.579000000
105752,USD/RUB,61.580000000
105752,USD/RUB,61.528700000
105752,USD/RUB,61.529600000
105753,USD/RUB,61.579800000
105753,USD/RUB,61.529100000
105753,USD/RUB,61.529100000
105754,USD/RUB,61.571000000
105754,USD/RUB,61.579500000
105754,USD/RUB,61.576700000
105755,USD/RUB,61.577200000
105756,USD/RUB,61.577400000
105756,USD/RUB,61.579500000
105757,USD/RUB,61.568400000
105757,USD/RUB,61.579500000
105757,USD/RUB,61.529100000
105757,USD/RUB,61.529100000
105758,USD/RUB,61.579500000
105759,USD/RUB,61.579500000
105801,USD/RUB,61.579500000
105802,USD/RUB,61.559600000
105802,USD/RUB,61.580300000
105802,USD/RUB,61.528700000
105802,USD/RUB,61.579800000
105803,USD/RUB,61.530700000
105803,USD/RUB,61.581000000
105803,USD/RUB,61.529800000
105803,USD/RUB,61.580000000
105804,USD/RUB,61.579100000
105804,USD/RUB,61.528800000
105804,USD/RUB,61.579100000
105805,USD/RUB,61.579100000
105806,USD/RUB,61.579100000
105807,USD/RUB,61.579100000
105807,USD/RUB,61.579100000
105808,USD/RUB,61.577200000
105808,USD/RUB,61.579100000
105809,USD/RUB,61.579100000
105810,USD/RUB,61.576900000
105810,USD/RUB,61.579100000
105811,USD/RUB,61.579100000
105811,USD/RUB,61.576800000
105812,USD/RUB,61.575600000
105812,USD/RUB,61.576700000
105813,USD/RUB,61.576700000
105813,USD/RUB,61.579100000
105815,USD/RUB,61.578000000
105815,USD/RUB,61.528600000
105816,USD/RUB,61.528600000
105816,USD/RUB,61.578000000
105816,USD/RUB,61.576700000
105816,USD/RUB,61.558600000
105816,USD/RUB,61.575000000
105817,USD/RUB,61.528300000
105817,USD/RUB,61.528300000
105818,USD/RUB,61.578000000
105819,USD/RUB,61.559100000
105819,USD/RUB,61.575000000
105820,USD/RUB,61.529800000
105820,USD/RUB,61.580100000
105820,USD/RUB,61.529800000
105820,USD/RUB,61.576800000
105821,USD/RUB,61.530200000
105821,USD/RUB,61.581100000
105821,USD/RUB,61.581100000
105822,USD/RUB,61.580500000
105822,USD/RUB,61.530200000
105822,USD/RUB,61.530200000
105822,USD/RUB,61.580500000
105823,USD/RUB,61.580500000
105824,USD/RUB,61.530200000
105824,USD/RUB,61.530200000
105824,USD/RUB,61.580500000
105825,USD/RUB,61.580500000
105826,USD/RUB,61.580500000
105827,USD/RUB,61.569000000
105827,USD/RUB,61.528400000
105827,USD/RUB,61.579600000
105827,USD/RUB,61.557700000
105828,USD/RUB,61.576900000
105828,USD/RUB,61.578300000
105828,USD/RUB,61.527000000
105828,USD/RUB,61.577300000
105829,USD/RUB,61.555000000
105829,USD/RUB,61.578000000
105829,USD/RUB,61.527000000
105829,USD/RUB,61.575500000
105830,USD/RUB,61.575000000
105830,USD/RUB,61.578200000
105830,USD/RUB,61.528000000
105830,USD/RUB,61.578200000
105831,USD/RUB,61.578200000
105832,USD/RUB,61.579100000
105832,USD/RUB,61.527900000
105832,USD/RUB,61.527900000
105833,USD/RUB,61.578200000
105834,USD/RUB,61.578000000
105834,USD/RUB,61.527800000
105834,USD/RUB,61.527800000
105836,USD/RUB,61.575900000
105836,USD/RUB,61.578000000
105838,USD/RUB,61.556500000
105838,USD/RUB,61.578000000
105841,USD/RUB,61.578000000
105843,USD/RUB,61.573700000
105843,USD/RUB,61.527800000
105843,USD/RUB,61.578300000
105843,USD/RUB,61.575800000
105844,USD/RUB,61.578500000
105844,USD/RUB,61.528300000
105844,USD/RUB,61.578500000
105847,USD/RUB,61.578500000
105848,USD/RUB,61.575800000
105848,USD/RUB,61.578500000
105849,USD/RUB,61.578200000
105849,USD/RUB,61.527900000
105849,USD/RUB,61.578200000
105851,USD/RUB,61.578200000
105851,USD/RUB,61.575500000
105852,USD/RUB,61.578200000
105852,USD/RUB,61.577600000
105852,USD/RUB,61.575700000
105852,USD/RUB,61.527300000
105853,USD/RUB,61.527300000
105853,USD/RUB,61.577600000
105854,USD/RUB,61.556500000
105854,USD/RUB,61.577600000
105856,USD/RUB,61.577600000
105856,USD/RUB,61.556400000
105857,USD/RUB,61.568000000
105858,USD/RUB,61.578300000
105858,USD/RUB,61.528400000
105858,USD/RUB,61.528400000
105859,USD/RUB,61.578300000
105859,USD/RUB,61.575700000
105900,USD/RUB,61.579500000
105900,USD/RUB,61.529300000
105900,USD/RUB,61.579500000
105901,USD/RUB,61.579500000
105902,USD/RUB,61.529200000
105902,USD/RUB,61.580100000
105902,USD/RUB,61.528700000
105902,USD/RUB,61.556800000
105903,USD/RUB,61.578900000
105903,USD/RUB,61.558000000
105904,USD/RUB,61.578500000
105904,USD/RUB,61.528200000
105904,USD/RUB,61.558300000
105905,USD/RUB,61.558000000
105906,USD/RUB,61.578500000
105907,USD/RUB,61.576300000
105908,USD/RUB,61.578500000
105911,USD/RUB,61.578500000
105912,USD/RUB,61.528200000
105912,USD/RUB,61.579100000
105912,USD/RUB,61.528800000
105913,USD/RUB,61.579100000
105914,USD/RUB,61.574800000
105914,USD/RUB,61.579100000
105915,USD/RUB,61.576200000
105916,USD/RUB,61.579100000
105917,USD/RUB,61.557900000
105918,USD/RUB,61.579100000
105921,USD/RUB,61.579100000
105922,USD/RUB,61.579100000
105923,USD/RUB,61.579100000
105924,USD/RUB,61.556700000
105924,USD/RUB,61.577500000
105924,USD/RUB,61.521900000
105924,USD/RUB,61.522800000
105924,USD/RUB,61.522500000
105924,USD/RUB,61.522500000
105925,USD/RUB,61.573200000
105925,USD/RUB,61.522900000
105925,USD/RUB,61.574400000
105925,USD/RUB,61.574400000
105926,USD/RUB,61.551900000
105926,USD/RUB,61.574400000
105926,USD/RUB,61.553100000
105927,USD/RUB,61.562400000
105927,USD/RUB,61.574400000
105927,USD/RUB,61.574400000
105928,USD/RUB,61.574400000
105929,USD/RUB,61.574400000
105929,USD/RUB,61.524100000
105929,USD/RUB,61.524100000
105930,USD/RUB,61.573400000
105930,USD/RUB,61.523200000
105930,USD/RUB,61.571100000
105931,USD/RUB,61.573400000
105931,USD/RUB,61.573400000
105932,USD/RUB,61.573400000
105933,USD/RUB,61.574000000
105933,USD/RUB,61.523700000
105933,USD/RUB,61.553100000
105934,USD/RUB,61.573500000
105934,USD/RUB,61.523200000
105934,USD/RUB,61.573500000
105935,USD/RUB,61.553100000
105935,USD/RUB,61.575300000
105935,USD/RUB,61.524600000
105935,USD/RUB,61.552200000
105936,USD/RUB,61.574900000
105936,USD/RUB,61.524600000
105936,USD/RUB,61.524600000
105937,USD/RUB,61.553600000
105937,USD/RUB,61.574900000
105938,USD/RUB,61.574900000
105938,USD/RUB,61.574900000
105938,USD/RUB,61.571500000
105939,USD/RUB,61.574900000
105939,USD/RUB,61.575400000
105939,USD/RUB,61.523900000
105939,USD/RUB,61.553600000
105940,USD/RUB,61.574200000
105940,USD/RUB,61.570000000
105940,USD/RUB,61.570000000
105941,USD/RUB,61.570000000
105941,USD/RUB,61.574200000
105941,USD/RUB,61.570000000
105942,USD/RUB,61.574200000
105942,USD/RUB,61.574200000
105943,USD/RUB,61.570000000
105943,USD/RUB,61.574200000
105943,USD/RUB,61.570000000
105944,USD/RUB,61.574400000
105944,USD/RUB,61.524100000
105944,USD/RUB,61.574400000
105945,USD/RUB,61.569600000
105945,USD/RUB,61.574400000
105946,USD/RUB,61.572100000
105946,USD/RUB,61.574000000
105946,USD/RUB,61.523800000
105946,USD/RUB,61.574000000
105947,USD/RUB,61.523400000
105947,USD/RUB,61.574000000
105947,USD/RUB,61.572800000
105948,USD/RUB,61.522900000
105948,USD/RUB,61.522900000
105948,USD/RUB,61.572800000
105949,USD/RUB,61.522800000
105949,USD/RUB,61.522800000
105949,USD/RUB,61.572800000
105950,USD/RUB,61.570000000
105950,USD/RUB,61.572800000
105951,USD/RUB,61.572800000
105953,USD/RUB,61.572800000
105954,USD/RUB,61.565000000
105954,USD/RUB,61.572800000
105955,USD/RUB,61.572600000
105955,USD/RUB,61.572600000
105956,USD/RUB,61.572600000
105957,USD/RUB,61.552600000
105957,USD/RUB,61.521800000
105957,USD/RUB,61.574800000
105957,USD/RUB,61.573400000
105958,USD/RUB,61.574500000
105958,USD/RUB,61.524100000
105958,USD/RUB,61.574500000
105959,USD/RUB,61.574500000
110000,USD/RUB,61.574100000
110000,USD/RUB,61.523600000
110000,USD/RUB,61.567500000
110000,USD/RUB,61.574000000
110001,USD/RUB,61.523600000
110001,USD/RUB,61.574000000
110001,USD/RUB,61.571600000
110002,USD/RUB,61.573600000
110002,USD/RUB,61.522400000
110002,USD/RUB,61.572700000
110003,USD/RUB,61.572700000
110004,USD/RUB,61.573300000
110004,USD/RUB,61.573300000
110004,USD/RUB,61.554300000
110005,USD/RUB,61.574200000
110005,USD/RUB,61.523100000
110005,USD/RUB,61.573300000
110006,USD/RUB,61.574600000
110006,USD/RUB,61.524200000
110006,USD/RUB,61.572800000
110006,USD/RUB,61.575100000
110006,USD/RUB,61.524200000
110006,USD/RUB,61.576300000
110006,USD/RUB,61.572500000
110007,USD/RUB,61.577700000
110007,USD/RUB,61.524200000
110007,USD/RUB,61.525800000
110008,USD/RUB,61.525100000
110008,USD/RUB,61.525100000
110008,USD/RUB,61.575400000
110009,USD/RUB,61.575400000
110009,USD/RUB,61.573200000
110011,USD/RUB,61.575400000
110012,USD/RUB,61.575400000
110013,USD/RUB,61.575400000
110016,USD/RUB,61.575400000
110016,USD/RUB,61.572100000
110017,USD/RUB,61.573100000
110018,USD/RUB,61.575400000
110019,USD/RUB,61.575400000
110020,USD/RUB,61.525100000
110020,USD/RUB,61.574600000
110020,USD/RUB,61.574600000
110021,USD/RUB,61.525100000
110021,USD/RUB,61.525000000
110021,USD/RUB,61.525000000
110021,USD/RUB,61.574600000
110023,USD/RUB,61.525400000
110023,USD/RUB,61.575700000
110023,USD/RUB,61.575700000
110024,USD/RUB,61.567000000
110024,USD/RUB,61.575700000
110025,USD/RUB,61.526600000
110025,USD/RUB,61.578300000
110025,USD/RUB,61.577200000
110026,USD/RUB,61.527300000
110026,USD/RUB,61.577000000
110026,USD/RUB,61.526800000
110026,USD/RUB,61.526800000
110026,USD/RUB,61.577000000
110027,USD/RUB,61.576300000
110027,USD/RUB,61.525800000
110027,USD/RUB,61.575500000
110028,USD/RUB,61.525800000
110028,USD/RUB,61.525800000
110029,USD/RUB,61.575500000
110030,USD/RUB,61.525500000
110030,USD/RUB,61.578300000
110030,USD/RUB,61.555500000
110030,USD/RUB,61.557000000
110031,USD/RUB,61.574400000
110031,USD/RUB,61.555500000
110031,USD/RUB,61.578300000
110032,USD/RUB,61.578300000
110033,USD/RUB,61.578300000
110033,USD/RUB,61.575000000
110034,USD/RUB,61.576800000
110034,USD/RUB,61.526500000
110034,USD/RUB,61.576800000
110035,USD/RUB,61.556600000
110036,USD/RUB,61.576800000
110037,USD/RUB,61.576800000
110039,USD/RUB,61.576800000
110039,USD/RUB,61.576300000
110040,USD/RUB,61.577000000
110040,USD/RUB,61.526500000
110040,USD/RUB,61.575000000
110041,USD/RUB,61.556500000
110041,USD/RUB,61.526400000
110041,USD/RUB,61.577400000
110041,USD/RUB,61.527200000
110042,USD/RUB,61.577400000
110044,USD/RUB,61.577400000
110045,USD/RUB,61.577400000
110045,USD/RUB,61.577400000
110046,USD/RUB,61.556700000
110046,USD/RUB,61.577400000
110047,USD/RUB,61.577400000
110048,USD/RUB,61.577400000
110048,USD/RUB,61.575300000
110049,USD/RUB,61.573200000
110049,USD/RUB,61.577400000
110049,USD/RUB,61.556500000
110050,USD/RUB,61.577400000
110051,USD/RUB,61.526900000
110051,USD/RUB,61.577200000
110051,USD/RUB,61.557200000
110052,USD/RUB,61.577200000
110053,USD/RUB,61.577200000
110054,USD/RUB,61.568000000
110054,USD/RUB,61.577200000
110055,USD/RUB,61.557000000
110056,USD/RUB,61.577200000
110056,USD/RUB,61.575300000
110057,USD/RUB,61.566400000
110057,USD/RUB,61.577200000
110058,USD/RUB,61.577200000
110059,USD/RUB,61.577200000
110100,USD/RUB,61.577200000
110101,USD/RUB,61.577200000
110101,USD/RUB,61.577600000
110102,USD/RUB,61.527300000
110102,USD/RUB,61.527300000
110102,USD/RUB,61.577600000
110103,USD/RUB,61.577600000
110104,USD/RUB,61.556000000
110104,USD/RUB,61.526500000
110104,USD/RUB,61.576800000
110104,USD/RUB,61.576800000
110105,USD/RUB,61.576800000
110106,USD/RUB,61.576800000
110107,USD/RUB,61.576800000
110108,USD/RUB,61.526900000
110108,USD/RUB,61.576800000
110108,USD/RUB,61.526900000
110109,USD/RUB,61.576800000
110111,USD/RUB,61.576800000
110111,USD/RUB,61.577300000
110111,USD/RUB,61.526900000
110111,USD/RUB,61.527100000
110112,USD/RUB,61.526900000
110112,USD/RUB,61.578200000
110112,USD/RUB,61.526900000
110113,USD/RUB,61.557400000
110113,USD/RUB,61.527200000
110113,USD/RUB,61.577500000
110113,USD/RUB,61.577500000
110114,USD/RUB,61.577500000
110114,USD/RUB,61.557900000
110115,USD/RUB,61.577500000
110116,USD/RUB,61.577500000
110117,USD/RUB,61.577500000
110117,USD/RUB,61.527800000
110117,USD/RUB,61.527800000
110118,USD/RUB,61.577500000
110118,USD/RUB,61.578400000
110118,USD/RUB,61.525400000
110118,USD/RUB,61.556000000
110119,USD/RUB,61.576800000
110119,USD/RUB,61.577900000
110119,USD/RUB,61.527600000
110119,USD/RUB,61.527600000
110120,USD/RUB,61.577900000
110120,USD/RUB,61.572600000
110122,USD/RUB,61.577900000
110123,USD/RUB,61.527600000
110123,USD/RUB,61.527600000
110124,USD/RUB,61.577900000
110125,USD/RUB,61.577900000
110126,USD/RUB,61.576200000
110126,USD/RUB,61.525900000
110126,USD/RUB,61.526100000
110127,USD/RUB,61.576900000
110127,USD/RUB,61.526700000
110127,USD/RUB,61.526700000
110128,USD/RUB,61.576900000
110131,USD/RUB,61.576900000
110131,USD/RUB,61.578900000
110131,USD/RUB,61.528700000
110131,USD/RUB,61.556000000
110132,USD/RUB,61.578900000
110133,USD/RUB,61.578900000
110134,USD/RUB,61.577500000
110134,USD/RUB,61.527200000
110134,USD/RUB,61.577500000
110135,USD/RUB,61.577800000
110135,USD/RUB,61.527500000
110135,USD/RUB,61.575400000
110136,USD/RUB,61.577800000
110138,USD/RUB,61.577800000
110139,USD/RUB,61.578800000
110139,USD/RUB,61.526500000
110139,USD/RUB,61.576700000
110140,USD/RUB,61.527700000
110140,USD/RUB,61.577100000
110140,USD/RUB,61.526200000
110140,USD/RUB,61.527000000
110141,USD/RUB,61.526400000
110141,USD/RUB,61.527000000
110141,USD/RUB,61.576300000
110142,USD/RUB,61.526400000
110142,USD/RUB,61.526400000
110142,USD/RUB,61.576300000
110143,USD/RUB,61.575600000
110143,USD/RUB,61.526400000
110143,USD/RUB,61.576300000
110143,USD/RUB,61.526400000
110144,USD/RUB,61.526400000
110144,USD/RUB,61.526400000
110144,USD/RUB,61.576300000
110145,USD/RUB,61.576300000
110146,USD/RUB,61.557100000
110146,USD/RUB,61.527600000
110146,USD/RUB,61.577800000
110146,USD/RUB,61.577800000
110147,USD/RUB,61.572500000
110147,USD/RUB,61.577800000
110148,USD/RUB,61.577800000
110149,USD/RUB,61.527600000
110149,USD/RUB,61.577800000
110149,USD/RUB,61.557700000
110150,USD/RUB,61.577800000
110151,USD/RUB,61.575700000
110151,USD/RUB,61.577800000
110151,USD/RUB,61.577800000
110152,USD/RUB,61.577800000
110154,USD/RUB,61.577800000
110154,USD/RUB,61.570000000
110155,USD/RUB,61.577800000
110156,USD/RUB,61.577800000
110156,USD/RUB,61.529500000
110156,USD/RUB,61.579800000
110156,USD/RUB,61.579000000
110156,USD/RUB,61.557100000
110156,USD/RUB,61.528800000
110156,USD/RUB,61.528800000
110156,USD/RUB,61.579000000
110157,USD/RUB,61.568800000
110157,USD/RUB,61.541000000
110158,USD/RUB,61.579000000
110158,USD/RUB,61.558200000
110158,USD/RUB,61.579000000
110200,USD/RUB,61.579000000
110200,USD/RUB,61.558400000
110201,USD/RUB,61.579000000
110202,USD/RUB,61.579000000
110202,USD/RUB,61.579300000
110202,USD/RUB,61.529500000
110202,USD/RUB,61.579800000
110203,USD/RUB,61.529500000
110203,USD/RUB,61.579800000
110204,USD/RUB,61.578200000
110204,USD/RUB,61.527900000
110204,USD/RUB,61.528100000
110204,USD/RUB,61.558400000
110205,USD/RUB,61.527900000
110205,USD/RUB,61.578200000
110205,USD/RUB,61.527900000
110206,USD/RUB,61.578200000
110206,USD/RUB,61.527900000
110206,USD/RUB,61.528100000
110206,USD/RUB,61.576600000
110207,USD/RUB,61.578200000
110208,USD/RUB,61.578200000
110209,USD/RUB,61.578200000
110210,USD/RUB,61.579800000
110210,USD/RUB,61.529600000
110210,USD/RUB,61.529600000
110211,USD/RUB,61.579800000
110211,USD/RUB,61.529600000
110211,USD/RUB,61.529600000
110212,USD/RUB,61.579800000
110213,USD/RUB,61.578700000
110213,USD/RUB,61.528400000
110213,USD/RUB,61.558400000
110214,USD/RUB,61.578700000
110214,USD/RUB,61.576700000
110215,USD/RUB,61.578700000
110216,USD/RUB,61.578700000
110218,USD/RUB,61.578700000
110218,USD/RUB,61.529200000
110219,USD/RUB,61.579400000
110219,USD/RUB,61.529200000
110219,USD/RUB,61.579400000
110220,USD/RUB,61.528800000
110220,USD/RUB,61.528800000
110220,USD/RUB,61.579400000
110221,USD/RUB,61.579400000
110222,USD/RUB,61.579400000
110222,USD/RUB,61.576900000
110223,USD/RUB,61.528800000
110223,USD/RUB,61.528800000
110223,USD/RUB,61.579400000
110224,USD/RUB,61.579400000
110225,USD/RUB,61.557100000
110225,USD/RUB,61.528800000
110225,USD/RUB,61.528800000
110225,USD/RUB,61.579400000
110226,USD/RUB,61.576900000
110226,USD/RUB,61.579400000
110227,USD/RUB,61.568200000
110228,USD/RUB,61.574300000
110228,USD/RUB,61.579400000
110230,USD/RUB,61.579400000
110231,USD/RUB,61.579400000
110232,USD/RUB,61.579400000
110233,USD/RUB,61.579400000
110234,USD/RUB,61.527900000
110234,USD/RUB,61.578800000
110234,USD/RUB,61.528500000
110235,USD/RUB,61.578800000
110235,USD/RUB,61.579600000
110235,USD/RUB,61.528900000
110235,USD/RUB,61.528900000
110236,USD/RUB,61.577000000
110236,USD/RUB,61.578600000
110236,USD/RUB,61.576800000
110236,USD/RUB,61.526600000
110236,USD/RUB,61.526600000
110236,USD/RUB,61.556600000
110236,USD/RUB,61.556600000
110237,USD/RUB,61.576800000
110237,USD/RUB,61.575900000
110238,USD/RUB,61.576800000
110239,USD/RUB,61.576800000
110239,USD/RUB,61.575900000
110240,USD/RUB,61.576800000
110240,USD/RUB,61.578600000
110240,USD/RUB,61.528100000
110240,USD/RUB,61.556600000
110241,USD/RUB,61.556100000
110241,USD/RUB,61.579800000
110241,USD/RUB,61.529500000
110241,USD/RUB,61.579800000
110242,USD/RUB,61.578800000
110242,USD/RUB,61.528600000
110242,USD/RUB,61.578800000
110243,USD/RUB,61.572500000
110244,USD/RUB,61.578800000
110244,USD/RUB,61.528200000
110244,USD/RUB,61.575900000
110245,USD/RUB,61.578800000
110245,USD/RUB,61.576000000
110246,USD/RUB,61.579700000
110246,USD/RUB,61.579700000
110246,USD/RUB,61.528500000
110246,USD/RUB,61.578800000
110246,USD/RUB,61.528500000
110247,USD/RUB,61.578800000
110248,USD/RUB,61.578800000
110249,USD/RUB,61.578800000
